t_id,name
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_star_lie_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_star_lie_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_star_lie_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_star_reb_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_star_reb_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_star_reb_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_star_reb_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_star_reb_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_ren_lie_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_ren_lie_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_ren_lie_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_ren_lie_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_ren_lie_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_ren_reb_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA-,tv_ren_reb_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_ren_reb_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_ren_reb_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tv_ren_reb_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,test
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tgame_photo_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,ffffffsa
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,donbass_chart_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,donbass_chart_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RIANEWS_media_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RIANEWS_media_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RIANEWS_media_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RIANEWS_media_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RIANEWS_media_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RIANEWS_exposure_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RIANEWS_exposure_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RIANEWS_exposure_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RIANEWS_exposure_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RIANEWS_exposure_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RUSSIATODAY_media_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RUSSIATODAY_media_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RUSSIATODAY_media_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RUSSIATODAY_media_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RUSSIATODAY_media_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RUSSIATODAY_exposure_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RUSSIATODAY_exposure_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RUSSIATODAY_exposure_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RUSSIATODAY_exposure_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RUSSIATODAY_exposure_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_media_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_media_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_media_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_media_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_media_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_exposure_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_exposure_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_exposure_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_exposure_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_exposure_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_WAR_media_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_WAR_media_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_WAR_media_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_WAR_media_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_WAR_media_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_WAR_exposure_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_WAR_exposure_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_WAR_exposure_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_WAR_exposure_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,TCHANEL_WAR_exposure_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RBK_media_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RBK_media_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RBK_media_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RBK_media_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RBK_media_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RBK_exposure_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RBK_exposure_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RBK_exposure_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RBK_exposure_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,RBK_exposure_5
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_media_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_media_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_media_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_media_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_media_5
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_exposure_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_exposure_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_exposure_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_exposure_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_exposure_5
BAACAgIAAxkBAAJTymKxnKKRiiOa6-KEhuWvjPJw-ENGAALVGwAC3DyRSZt43E-YpwsIKQQ,YANDEXNEWS_media_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_media_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_media_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_media_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_media_5
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_exposure_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_exposure_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_exposure_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_exposure_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_exposure_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,putin_may
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,lying_dictator_006
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,stopwar_rather_yes
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,stopwar_idk
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,stopwar_rather_no
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,normal_game_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,normal_game_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,reasons_normal_game_enough
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,prevent_strike_meme_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,prevent_strike_meme_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,prevent_strike_meme_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,nazi_76_percent
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,nazi_manipulation
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,nazi_piechart
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,statement_Песков_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,statement_Песков_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,statement_Соловьев_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,statement_Соловьев_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,statement_Скабеева_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,statement_Скабеева_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,statement_Кадыров_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,statement_Кадыров_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,statement_Лавров_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,statement_Лавров_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,statement_Подоляка_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,statement_Подоляка_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,tag123123
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,country_game_5
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,country_game_1
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,country_game_2
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,country_game_3
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,country_game_4
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,country_game_6
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,country_game_7
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,country_game_8
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,nazi_genocide_chart
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,reasons_real_reasons
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,reasons_eritrea
BAACAgIAAxkBAAJEhWKxvBfWoCpneAKW24Y0rT7YVKeCAAJKFgADMYhJx2nIRLshz1IpBA,reasons_celeb_video
